sentiment,headline,translated_text
positive,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",Прибыль до налогообложения выросла до 1 019 млн евро с 1 007 евро в соответствующем периоде 2005 года.
positive,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,"Прибыль до налогообложения выросла до 17,8 млн евро с 14,9 млн евро в 2005 году."
positive,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .","Прибыль до налогообложения составила 397,4 млн евро по сравнению с 164,7 млн ​​евро."
positive,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",Ранее компания прогнозировала рост EBIT и продаж в этом году на 20% и 10% соответственно.
positive,Previously the company has estimated its operating profit to reach the level of 2005 only .,"Ранее компания рассчитывала, что операционная прибыль достигнет уровня только 2005 года."
positive,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .","Прибыль за период составила 39,4 млн евро по сравнению с 33,9 млн евро в соответствующем периоде 2006 года."
positive,"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .","Прибыль за период составила 5,9 млн евро по сравнению с 1,3 млн евро ."
positive,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .","Прибыль за период составила 9,8 млн евро по сравнению с 6,0 млн евро в 2004 году."
positive,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,"Выручка выросла на 12 процентов и составила (x20ac) 3,6 миллиарда (4,5 миллиарда долларов США)."
positive,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .","Выручка с июля по сентябрь выросла на 14 процентов до 467 миллионов евро по сравнению с годом ранее, сообщила компания в четверг."
positive,Revenues at the same time grew 14 percent to 43 million euros .,Доходы при этом выросли на 14 процентов до 43 миллионов евро.
